runid,experimentid,tasks,sensors,samples,datagram,repeats,start_time,end_time,duration_seq_mean,duration_seq_sd,duration_seq_median,duration_seq_min,duration_seq_max,duration_coro_mean,duration_coro_sd,duration_coro_median,duration_coro_min,duration_coro_max,spike_power_seq_mean,spike_power_seq_sd,spike_power_seq_median,spike_power_seq_min,spike_power_seq_max,spike_power_coro_mean,spike_power_coro_sd,spike_power_coro_median,spike_power_coro_min,spike_power_coro_max,adjusted_power_statistics_seq_mean,adjusted_power_statistics_seq_sd,adjusted_power_statistics_seq_median,adjusted_power_statistics_seq_min,adjusted_power_statistics_seq_max,adjusted_power_statistics_coro_mean,adjusted_power_statistics_coro_sd,adjusted_power_statistics_coro_median,adjusted_power_statistics_coro_min,adjusted_power_statistics_coro_max,duration_deltas_mean,duration_deltas_sd,duration_deltas_median,duration_deltas_min,duration_deltas_max,spike_power_deltas_mean,spike_power_deltas_sd,spike_power_deltas_median,spike_power_deltas_min,spike_power_deltas_max,adjusted_power_deltas_mean,adjusted_power_deltas_sd,adjusted_power_deltas_median,adjusted_power_deltas_min,adjusted_power_deltas_max
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,fd16bb12-26e5-4949-adfb-5b9f4ec655c3,2,10,10,128,30,2023-10-16 19:02:44.476626,2023-10-16 19:03:20.334734,0.0003403666666666667,5.962430268996336e-06,0.000338,0.000335,0.00036,0.00035966666666666666,1.2957046633830732e-05,0.000353,0.000349,0.000398,0.0009443329145352046,1.8716467345883003e-05,0.0009369695991277695,0.0009255962800979614,0.001002875540971756,0.0010058672357956568,3.847847972135775e-05,0.0009869868873357774,0.000972222342967987,0.0011163115727901459,0.00014092663305600485,1.9667598856067434e-05,0.00013864059150218964,0.00010209304404258729,0.0001880353982448578,0.000125471551044782,3.8135595567800785e-05,0.00012612279284000399,-6.010589373111725e-05,0.00018939336228370666,0.05690319132946786,0.03914232814571794,0.04917821606254449,-0.02222222222222231,0.17058823529411762,0.06545911303858869,0.04309270196929232,0.057744030009462266,-0.020255160017569097,0.18260045281809945,-0.08186043491606876,0.28736261243264166,-0.08204801978284167,-1.3293552073902803,0.40586570667814587
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,2478ff3a-f0e8-4144-827a-398b13083173,2,10,10,192,30,2023-10-16 19:03:21.512252,2023-10-16 19:03:57.058741,0.0004544,2.3432367828902084e-05,0.000445,0.000441,0.000529,0.0004445,1.5701416584455707e-05,0.000437,0.00043,0.000479,0.0012609855599323909,6.998762129601503e-05,0.001233794225335121,0.001220247505903244,0.0014743363802433014,0.0012437621889273326,4.722527273130985e-05,0.0012213765684366226,0.00119829749751091,0.0013465157828330993,0.00016068178996245065,1.5039037245102448e-05,0.0001552220939397812,0.0001438366482257843,0.00021436007285118103,0.00014708510851065319,1.1980920879501059e-05,0.00014458662819862364,0.00012114946222305298,0.00017485775542259215,-0.019980685612663553,0.048937144890365325,-0.019139459854310856,-0.1398865784499054,0.06487695749440715,-0.011522180210830672,0.053688438397352774,-0.010530600067969055,-0.13190656011440363,0.08219355172058702,-0.08051684720155826,0.08024372666248333,-0.08089309346541318,-0.28504423320980626,0.08044975885581132
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,944f3dd0-802d-42f2-b0ec-4e3f1bb258b2,2,10,10,256,30,2023-10-16 19:03:58.206001,2023-10-16 19:04:33.426810,0.0005519666666666666,6.009503010797282e-05,0.000558,0.000238,0.00059,0.0005184333333333334,5.3562521208032395e-05,0.000522,0.000245,0.000565,0.001533269680484136,0.0001456434520862048,0.0015462919852733611,0.0007787884986400604,0.0016424017672538758,0.0014522069777886074,0.00012840419039806996,0.0014589536129236223,0.0008116699686050415,0.0015879958617687226,0.00017035819753408432,4.4392011883119344e-05,0.00017432671082019804,-4.118128991127014e-05,0.0002358948209285736,0.00016536940828164418,1.9274090430348413e-05,0.0001609276442527771,0.00010967510437965394,0.00023190740489959717,-0.03616627505810005,0.24932650166931408,-0.06457243425159104,-0.5797598627787307,1.176470588235294,-0.03690313874409678,0.18996539948971505,-0.05478369499704845,-0.4979450412297198,0.8587345676929362,-0.22271654250473646,0.8790579241662647,-0.05882447507618248,-4.847594747704799,0.22416427089544916
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,24005444-d19d-4282-9182-dc21fdfeb6c0,2,10,10,320,30,2023-10-16 19:04:34.577329,2023-10-16 19:05:09.683751,0.0006643,1.3511553166291339e-05,0.000658,0.000655,0.000701,0.0006091666666666667,2.3818398181952188e-05,0.000599,0.000592,0.000698,0.0018432954193989435,4.217941348364856e-05,0.0018279017808437348,0.0018077700986862183,0.0019608416340351105,0.0017083354019323985,7.311846315872687e-05,0.0016766978777647018,0.0016545301697254182,0.001983019203186035,0.00019199023402531942,3.8395581125054945e-05,0.00019621863865852357,2.839066028594971e-06,0.0002483218011856079,0.00016795088280439376,9.971202873544806e-05,0.00017779278606176377,-0.0003503231098651886,0.0002421841628551483,-0.0829214344212721,0.032958621858034,-0.08993902439024394,-0.13708513708513712,0.060790273556231164,-0.07313225568543637,0.035998875279204964,-0.08082799422285136,-0.13231631347514533,0.08468488420246217,2.1184541637881034,12.428041688834018,-0.0768704592192025,-2.5936411923265,67.8739271623407
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,6d203285-7cd0-4bc5-9158-70dd1e7a2dbf,2,10,10,384,30,2023-10-16 19:05:10.796453,2023-10-16 19:05:45.962374,0.0007724666666666666,1.449312163450799e-05,0.000765,0.000761,0.000811,0.0006698666666666666,7.261553616103115e-05,0.0006765,0.000292,0.00073,0.002141018500828743,4.530644224160589e-05,0.002118355868458748,0.002105486859083176,0.0022517463133335113,0.0018802395302136739,0.00017562378961761304,0.001894928097486496,0.0009761913161277771,0.0020508272268772126,0.0002115089308977127,1.0302552663834062e-05,0.00020826652204990388,0.00019441200923919676,0.00023544189286231994,0.00019984795111815135,1.694715107339121e-05,0.00019536765563488007,0.00017568442606925963,0.00026579166078567507,-0.13207509943650544,0.09725889931319845,-0.11641600793895218,-0.6322418136020151,-0.04575163398692809,-0.12095396467745972,0.08667171699341472,-0.10753631029904913,-0.5589876242213602,-0.03153100873625113,-0.05452414036187382,0.07043068444236777,-0.05401913513128252,-0.22471817851829431,0.1289325017264811
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,96d56487-eddf-40c1-af2a-a95b1e805f9e,2,10,10,448,30,2023-10-16 19:05:47.083131,2023-10-16 19:06:22.265761,0.0008933666666666667,1.9476747114467536e-05,0.000883,0.000879,0.000962,0.0007739,1.274240815219954e-05,0.00077,0.00076,0.00082,0.0024737656966209412,5.814894203133447e-05,0.0024425381814241406,0.002429333254337311,0.002668638046979904,0.0021623800091663996,3.8497316793437465e-05,0.0021501348080635073,0.0021210429072380066,0.0022961115703582762,0.00023165074840784074,2.7947965276557987e-05,0.0002284944498538971,0.00017448906898498534,0.00033513251996040343,0.00021010467505455017,2.0261040500508788e-05,0.00021306830179691316,0.00014157380938529968,0.0002344253453016281,-0.13331126196164886,0.02435531117068944,-0.13144321292648728,-0.20166320166320162,-0.06818181818181823,-0.12537509793951526,0.02694213998318303,-0.121873244275575,-0.20011860838042206,-0.05520217687539824,-0.08142153084147885,0.1308305303381181,-0.08038616859525713,-0.4677418698042666,0.18492371357261947
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,a39e6e91-4147-4a2d-809c-6da97be080d8,2,10,10,512,30,2023-10-16 19:06:23.450111,2023-10-16 19:06:58.736292,0.0009942666666666667,9.940975229108397e-06,0.0009905,0.000987,0.001027,0.0008588000000000001,1.6789569832857954e-05,0.0008525,0.000846,0.00092,0.0027498920326073963,3.123309858771963e-05,0.002738455844163895,0.002718351222515106,0.002851992032289505,0.0024017583315292996,5.402831374823521e-05,0.0023810590167045592,0.00235954150056839,0.00259491952753067,0.00024600253614584603,1.9313316174182446e-05,0.00024846197748184206,0.00018974516010284424,0.0002748726625442505,0.00023200698854923248,1.254032182537363e-05,0.00022818594455718995,0.00021752414321899415,0.0002661659677028656,-0.13620250118212646,0.01698373600224222,-0.13801783012309324,-0.16747809152872442,-0.07999999999999999,-0.12652499282697566,0.020433882995424396,-0.129622990020201,-0.16211084008569343,-0.06215183968371707,-0.05170065147146494,0.0841356143767399,-0.06440485829808812,-0.17883848429821772,0.20850591907093763
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,8719416c-3e2b-4527-a6d6-8bdd97ed49c2,2,10,10,576,30,2023-10-16 19:06:59.897915,2023-10-16 19:07:35.277335,0.0011116666666666666,1.5029472960528737e-05,0.001104,0.001095,0.00114,0.0009303666666666667,0.00010255981714079849,0.000935,0.000405,0.001025,0.0030790018401304882,4.7286204865838765e-05,0.003055729322552681,0.0030296089153289793,0.0031744978194236757,0.002610465095980962,0.00024772018662976535,0.002613045243740082,0.001367865080833435,0.0028826684670448305,0.0002708648813645045,2.402259680264579e-05,0.0002711341611146927,0.00019893617177009582,0.0003167019500732422,0.00025279875413974126,3.086873530391631e-05,0.00024575725024938587,0.0001876866822242737,0.0003765438939332962,-0.16269895110303637,0.09432653880715793,-0.15311204689951285,-0.6396797153024911,-0.06987295825771309,-0.151699483501252,0.08352946787425126,-0.14437425794022127,-0.5621814085341548,-0.05519652569486647,-0.05837271779903783,0.14530609205675538,-0.07604574533498315,-0.37695775654526276,0.3376310355509073
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,bf291663-b65d-4f01-84ad-e198daf5b6d7,2,10,10,640,30,2023-10-16 19:07:36.388192,2023-10-16 19:08:11.581034,0.0012020666666666666,2.0041221886717492e-05,0.001196,0.001191,0.001293,0.0010165999999999999,1.7651023219339318e-05,0.0010084999999999998,0.001002,0.001054,0.0033304940631389618,6.578930285529191e-05,0.003312059348464012,0.003284302811384201,0.0036251714222431185,0.002846843223253886,5.568061364847752e-05,0.0028212353934049606,0.0027974888479709624,0.0029671029427051545,0.00028228694552580514,3.7070161482566653e-05,0.00028531275987625125,0.0001611755840778351,0.0003580549064874649,0.000266968945646286,1.0982256254514613e-05,0.000263914644241333,0.0002507226114273071,0.0002914486081600189,-0.15406119322545223,0.02036954504557096,-0.15677257525083615,-0.22273781902552206,-0.11976549413735335,-0.14490215901583955,0.02348114139236335,-0.14720034827840595,-0.22459071408964637,-0.1075686537579812,-0.03157508569041099,0.18980605024357702,-0.07172069783091281,-0.27663790035051855,0.761476546803878
3fcc7da1-821c-464a-bb0e-7b8d2ea29df8,b0982417-dc53-4ea5-b624-9c6c73c0206d,2,10,10,704,30,2023-10-16 19:08:12.681263,2023-10-16 19:08:49.409180,0.0013207333333333333,2.970653397688024e-05,0.001306,0.001299,0.001408,0.0010976666666666667,1.8101882800403402e-05,0.00109,0.001083,0.00115,0.0036980371465444566,0.00011135962845473136,0.00363393292760849,0.0035970323712825776,0.003942467129707337,0.0030815290437221526,5.5920468869544264e-05,0.003059913400053978,0.0030266824667453764,0.0032532208087444306,0.0003061325369238854,7.581407309587677e-05,0.0003124193533062935,0.00012878177094459534,0.0005418133306503296,0.0002856404534816742,1.4500036210430936e-05,0.00028087323796749115,0.0002622398602962494,0.00031643852639198306,-0.16844766740693548,0.02466502322673188,-0.16397671064390817,-0.22656250000000006,-0.12213740458015267,-0.16601968468686318,0.028131554057298815,-0.1561929423549451,-0.22592014123862908,-0.11773022723781643,0.003960561559560497,0.341431200731202,-0.08842741393997816,-0.4811919946555422,1.37722116607198
